type,id,lat,lon,date,time,severity,description,category,dayOfWeek,weather,roadType,speedLimit,intersection,lightCondition,address,source
CRIME,FBI_CRIME_1758174057425_1251,26.438005,-80.059822,2025-09-12,14:50,0.35,robbery crime,robbery,Saturday,,,,,,6269 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057418_284,26.466737,-80.059549,2025-09-12,14:34,0.85,burglary crime,burglary,Tuesday,,,,,,9741 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051918_3025,26.458917,-80.093521,2025-09-12,12:26,0.59,Pedestrian Accident,pedestrian,Thursday,Rain,Arterial,40,TRUE,Dark,5071 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057424_1118,26.469271,-80.071277,2025-09-12,12:22,0.34,other crime,other,Saturday,,,,,,6386 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057437_4106,26.444908,-80.060546,2025-09-12,12:11,0.79,other crime,other,Thursday,,,,,,6042 Military Trl,FBI_REAL
ACCIDENT,REAL_ACC_1758174051909_1251,26.455909,-80.052926,2025-09-12,12:00,0.32,Accident,vehicle,Wednesday,Clear,Residential,50,FALSE,Dark,3934 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051902_325,26.457865,-80.071646,2025-09-12,11:51,0.67,Accident,vehicle,Tuesday,Clear,State Highway,35,TRUE,Dark,5203 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057416_98,26.449408,-80.068484,2025-09-12,10:43,0.87,theft crime,theft,Sunday,,,,,,4873 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051921_3832,26.477714,-80.077872,2025-09-12,08:45,0.65,Accident,vehicle,Friday,Rain,Residential,30,FALSE,Dark,7815 Linton Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057438_4500,26.447275,-80.069638,2025-09-12,08:32,0.75,assault crime,assault,Wednesday,,,,,,8179 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057430_2282,26.449912,-80.050983,2025-09-12,07:56,0.58,assault crime,assault,Sunday,,,,,,2818 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051924_4708,26.479061,-80.079804,2025-09-12,07:19,0.61,Accident,vehicle,Saturday,Clear,City Street,35,FALSE,Daylight,5976 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3611,26.466143,-80.065872,2025-09-12,05:14,0.52,Accident,vehicle,Tuesday,Cloudy,State Highway,50,FALSE,Daylight,5778 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051914_2075,26.466973,-80.069283,2025-09-12,05:14,0.96,Pedestrian Accident,pedestrian,Wednesday,Rain,State Highway,45,FALSE,Dusk,9191 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051912_1654,26.462444,-80.064242,2025-09-12,03:37,0.38,Accident,vehicle,Friday,Clear,City Street,50,TRUE,Dark,5964 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051917_2566,26.464074,-80.063236,2025-09-12,02:09,0.52,Accident,vehicle,Friday,Fog,State Highway,50,FALSE,Daylight,9077 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057427_1679,26.450506,-80.073985,2025-09-12,00:17,0.84,vandalism crime,vandalism,Thursday,,,,,,5803 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057438_4290,26.464247,-80.088747,2025-09-11,20:41,0.9,theft crime,theft,Friday,,,,,,4712 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057434_3361,26.482243,-80.069815,2025-09-11,20:35,0.84,vandalism crime,vandalism,Saturday,,,,,,4126 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051917_2726,26.438072,-80.082949,2025-09-11,20:34,0.48,Accident,vehicle,Tuesday,Rain,State Highway,25,TRUE,Dark,3467 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057429_1941,26.450468,-80.079163,2025-09-11,20:20,0.31,other crime,other,Sunday,,,,,,6469 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057427_1681,26.462073,-80.059983,2025-09-11,19:21,0.89,assault crime,assault,Friday,,,,,,4992 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051909_1298,26.458897,-80.065599,2025-09-11,16:08,0.94,Pedestrian Bicycle Accident,pedestrian,Monday,Clear,Arterial,30,FALSE,Dark,2138 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051921_3826,26.480204,-80.075592,2025-09-11,14:37,0.41,Accident,vehicle,Wednesday,Rain,City Street,25,TRUE,Dawn,1699 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057429_1967,26.45535,-80.056209,2025-09-11,12:43,0.64,assault crime,assault,Monday,,,,,,2401 Spanish River Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057436_3826,26.475866,-80.060726,2025-09-11,12:04,0.85,theft crime,theft,Sunday,,,,,,5647 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057430_2471,26.478222,-80.062231,2025-09-11,11:10,0.57,burglary crime,burglary,Sunday,,,,,,9528 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057418_305,26.484804,-80.069947,2025-09-11,09:05,0.71,other crime,other,Sunday,,,,,,4232 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051909_1242,26.443257,-80.089406,2025-09-11,08:17,0.49,Pedestrian Accident,pedestrian,Monday,Clear,City Street,25,FALSE,Daylight,6520 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051917_2742,26.462963,-80.072467,2025-09-11,07:55,0.99,Accident,vehicle,Sunday,Fog,City Street,50,FALSE,Dusk,9098 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057429_2005,26.465851,-80.102379,2025-09-11,07:19,0.63,burglary crime,burglary,Saturday,,,,,,3654 Federal Hwy,FBI_REAL
ACCIDENT,REAL_ACC_1758174051919_3198,26.474047,-80.067659,2025-09-11,07:11,0.63,Pedestrian Accident,pedestrian,Tuesday,Cloudy,City Street,45,FALSE,Dawn,3964 Linton Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057431_2691,26.45553,-80.066471,2025-09-11,06:20,0.45,robbery crime,robbery,Tuesday,,,,,,9494 Military Trl,FBI_REAL
ACCIDENT,REAL_ACC_1758174051916_2393,26.450504,-80.057741,2025-09-11,05:27,0.74,Accident,vehicle,Saturday,Rain,Arterial,50,FALSE,Dusk,2217 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051921_3932,26.467109,-80.080469,2025-09-11,04:17,0.47,Accident,vehicle,Wednesday,Rain,Arterial,45,TRUE,Dawn,3612 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057430_2335,26.441881,-80.066235,2025-09-11,04:03,0.21,vandalism crime,vandalism,Wednesday,,,,,,9584 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057419_500,26.455715,-80.049871,2025-09-11,02:37,0.73,vandalism crime,vandalism,Tuesday,,,,,,2475 Atlantic Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051914_2161,26.456235,-80.04529,2025-09-11,02:33,0.75,Pedestrian Accident,pedestrian,Wednesday,Fog,Residential,35,FALSE,Dusk,1830 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057432_3004,26.484559,-80.074276,2025-09-11,01:40,0.47,vandalism crime,vandalism,Tuesday,,,,,,9367 Congress Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057431_2684,26.472518,-80.077184,2025-09-11,01:07,0.9,other crime,other,Saturday,,,,,,3413 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057432_2903,26.445387,-80.056433,2025-09-10,23:19,0.56,vandalism crime,vandalism,Wednesday,,,,,,4973 Atlantic Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057437_4021,26.469859,-80.067055,2025-09-10,23:12,0.38,theft crime,theft,Friday,,,,,,5073 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051908_998,26.442576,-80.055066,2025-09-10,23:00,0.39,Accident,vehicle,Monday,Fog,Residential,45,TRUE,Daylight,8628 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051903_444,26.470845,-80.057674,2025-09-10,23:00,0.38,Accident,vehicle,Thursday,Rain,State Highway,30,FALSE,Daylight,6188 Atlantic Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057421_798,26.458075,-80.044942,2025-09-10,22:37,0.89,burglary crime,burglary,Sunday,,,,,,5938 Atlantic Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057421_830,26.438518,-80.078082,2025-09-10,22:03,0.86,vandalism crime,vandalism,Sunday,,,,,,188 Spanish River Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057439_4856,26.466903,-80.067037,2025-09-10,21:50,0.33,other crime,other,Monday,,,,,,9349 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051923_4378,26.44019,-80.08505,2025-09-10,20:25,0.73,Bicycle Accident,bicycle,Thursday,Cloudy,City Street,30,FALSE,Dark,8881 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3646,26.463572,-80.057574,2025-09-10,19:57,0.46,Accident,vehicle,Wednesday,Rain,Residential,25,FALSE,Dark,9361 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057436_3871,26.447288,-80.067991,2025-09-10,19:28,0.84,theft crime,theft,Sunday,,,,,,967 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051913_1728,26.457455,-80.050182,2025-09-10,18:44,0.78,Pedestrian Bicycle Accident,pedestrian,Sunday,Cloudy,Arterial,50,FALSE,Daylight,119 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051917_2707,26.477287,-80.061254,2025-09-10,18:27,0.54,Accident,vehicle,Monday,Clear,City Street,50,FALSE,Dark,2726 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057434_3317,26.441251,-80.069823,2025-09-10,17:07,0.96,assault crime,assault,Monday,,,,,,6409 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057428_1787,26.477659,-80.093493,2025-09-10,16:05,0.64,assault crime,assault,Thursday,,,,,,7568 Spanish River Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057438_4289,26.460532,-80.066019,2025-09-10,15:01,0.23,assault crime,assault,Sunday,,,,,,7719 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051910_1393,26.448262,-80.06806,2025-09-10,14:34,0.64,Accident,vehicle,Monday,Rain,State Highway,40,FALSE,Daylight,6499 Military Trl,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051907_907,26.480136,-80.091406,2025-09-10,14:26,0.88,Accident,vehicle,Tuesday,Fog,City Street,35,TRUE,Dark,1877 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051925_4832,26.462404,-80.083678,2025-09-10,13:58,0.57,Accident,vehicle,Friday,Clear,Residential,35,FALSE,Dark,2961 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051905_660,26.441087,-80.057467,2025-09-10,13:48,0.9,Bicycle Accident,bicycle,Sunday,Fog,Residential,40,TRUE,Dark,4862 Congress Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057432_2853,26.44734,-80.076554,2025-09-10,13:16,0.45,assault crime,assault,Thursday,,,,,,7356 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057429_2033,26.435814,-80.072603,2025-09-10,12:57,0.81,assault crime,assault,Friday,,,,,,2670 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057439_4796,26.453846,-80.06433,2025-09-10,07:58,0.39,assault crime,assault,Monday,,,,,,1426 Jog Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051914_1944,26.483382,-80.079969,2025-09-10,07:38,0.81,Accident,vehicle,Wednesday,Rain,State Highway,35,TRUE,Dusk,7784 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051916_2488,26.45909,-80.045025,2025-09-10,07:09,0.67,Accident,vehicle,Saturday,Clear,State Highway,45,FALSE,Dusk,751 Yamato Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3544,26.451249,-80.0802,2025-09-10,06:58,0.39,Accident,vehicle,Wednesday,Cloudy,Residential,45,FALSE,Dusk,5192 Linton Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057420_640,26.477049,-80.072843,2025-09-10,06:55,0.62,burglary crime,burglary,Thursday,,,,,,7660 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057429_2115,26.448705,-80.079612,2025-09-10,06:47,0.89,robbery crime,robbery,Wednesday,,,,,,4725 Jog Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051916_2325,26.446874,-80.051711,2025-09-10,05:55,0.77,Accident,vehicle,Sunday,Fog,Residential,40,TRUE,Dusk,4834 Atlantic Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4767,26.487742,-80.068846,2025-09-10,05:55,0.71,vandalism crime,vandalism,Tuesday,,,,,,5096 Congress Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057435_3787,26.464137,-80.066824,2025-09-10,03:50,0.27,other crime,other,Wednesday,,,,,,1626 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057423_1025,26.470313,-80.101212,2025-09-10,02:52,0.83,robbery crime,robbery,Thursday,,,,,,8044 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051919_3319,26.480772,-80.062431,2025-09-10,01:16,0.85,Accident,vehicle,Thursday,Clear,Arterial,45,FALSE,Dusk,5293 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057423_980,26.442787,-80.085399,2025-09-10,01:02,0.22,assault crime,assault,Sunday,,,,,,1788 Federal Hwy,FBI_REAL
ACCIDENT,REAL_ACC_1758174051909_1185,26.459515,-80.084184,2025-09-10,00:32,0.99,Accident,vehicle,Friday,Rain,Residential,40,TRUE,Dawn,3159 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057418_357,26.474195,-80.095051,2025-09-09,23:38,0.71,assault crime,assault,Wednesday,,,,,,7532 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057423_957,26.485501,-80.074394,2025-09-09,23:31,0.45,robbery crime,robbery,Monday,,,,,,8020 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051903_457,26.486431,-80.069159,2025-09-09,22:15,0.86,Accident,vehicle,Friday,Cloudy,City Street,45,FALSE,Daylight,5055 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057431_2568,26.4835,-80.076931,2025-09-09,20:36,0.61,other crime,other,Wednesday,,,,,,4859 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057438_4381,26.477729,-80.065532,2025-09-09,20:13,0.96,theft crime,theft,Sunday,,,,,,1210 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057426_1536,26.482963,-80.081138,2025-09-09,20:11,0.35,other crime,other,Friday,,,,,,4243 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057439_4828,26.438824,-80.085764,2025-09-09,19:29,0.62,burglary crime,burglary,Tuesday,,,,,,7832 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051924_4664,26.464789,-80.088172,2025-09-09,18:48,0.57,Accident,vehicle,Thursday,Rain,Arterial,35,FALSE,Dusk,8921 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057431_2669,26.471244,-80.073349,2025-09-09,16:32,0.92,other crime,other,Saturday,,,,,,4863 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051914_2021,26.461221,-80.062547,2025-09-09,15:10,0.34,Accident,vehicle,Sunday,Rain,City Street,25,FALSE,Dawn,3790 Linton Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057432_2859,26.435142,-80.071859,2025-09-09,14:38,0.9,robbery crime,robbery,Monday,,,,,,252 Congress Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057416_61,26.461772,-80.074395,2025-09-09,13:01,0.58,burglary crime,burglary,Tuesday,,,,,,7208 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057428_1810,26.456387,-80.072818,2025-09-09,12:41,0.56,vandalism crime,vandalism,Monday,,,,,,2539 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057421_874,26.469336,-80.085964,2025-09-09,12:13,0.54,assault crime,assault,Tuesday,,,,,,5432 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051915_2271,26.476794,-80.082755,2025-09-09,10:23,0.33,Accident,vehicle,Thursday,Cloudy,State Highway,40,FALSE,Dark,5984 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057431_2520,26.478032,-80.087302,2025-09-09,10:04,0.48,theft crime,theft,Saturday,,,,,,8872 Germantown Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051924_4510,26.470171,-80.097668,2025-09-09,09:48,0.9,Pedestrian Accident,pedestrian,Friday,Clear,City Street,40,FALSE,Dawn,5086 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051922_4007,26.45549,-80.068708,2025-09-09,08:19,0.99,Accident,vehicle,Thursday,Clear,Arterial,25,FALSE,Dawn,4538 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057433_3166,26.442765,-80.081774,2025-09-09,08:19,0.29,assault crime,assault,Wednesday,,,,,,6365 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057429_2103,26.484021,-80.077812,2025-09-09,08:05,0.79,robbery crime,robbery,Sunday,,,,,,9918 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057421_842,26.440582,-80.081753,2025-09-09,08:03,0.36,theft crime,theft,Wednesday,,,,,,9546 Federal Hwy,FBI_REAL
ACCIDENT,REAL_ACC_1758174051909_1296,26.437952,-80.058555,2025-09-09,07:09,0.31,Accident,vehicle,Saturday,Rain,State Highway,40,FALSE,Dusk,4360 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051904_572,26.448049,-80.093399,2025-09-09,06:47,0.46,Accident,vehicle,Thursday,Fog,Residential,45,TRUE,Dawn,46 Yamato Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057433_3171,26.440462,-80.08295,2025-09-09,06:28,0.69,robbery crime,robbery,Thursday,,,,,,9335 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057439_4619,26.463069,-80.056543,2025-09-09,06:18,0.86,other crime,other,Wednesday,,,,,,256 Military Trl,FBI_REAL
CRIME,FBI_CRIME_1758174057421_822,26.445788,-80.060149,2025-09-09,05:21,0.95,robbery crime,robbery,Monday,,,,,,4223 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051916_2409,26.474676,-80.063543,2025-09-09,05:10,0.33,Accident,vehicle,Monday,Clear,Residential,25,TRUE,Daylight,3008 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051902_210,26.445954,-80.049315,2025-09-09,05:01,0.49,Accident,vehicle,Monday,Fog,City Street,30,FALSE,Daylight,4788 Military Trl,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051917_2652,26.447259,-80.095925,2025-09-09,02:39,0.73,Accident,vehicle,Thursday,Cloudy,Residential,25,FALSE,Dark,6911 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3555,26.46551,-80.102436,2025-09-08,20:58,0.83,Accident,vehicle,Wednesday,Cloudy,City Street,35,FALSE,Dusk,3430 Germantown Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057428_1775,26.46312,-80.0465,2025-09-08,19:28,0.2,burglary crime,burglary,Friday,,,,,,4490 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051914_2057,26.444604,-80.069209,2025-09-08,19:24,0.45,Accident,vehicle,Wednesday,Rain,Residential,50,TRUE,Daylight,3972 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051912_1644,26.439119,-80.084434,2025-09-08,18:16,0.67,Bicycle Accident,bicycle,Sunday,Fog,State Highway,35,FALSE,Dusk,3340 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057434_3525,26.441121,-80.083206,2025-09-08,18:05,0.22,assault crime,assault,Saturday,,,,,,4897 Congress Ave,FBI_REAL
CRIME,FBI_CRIME_1758174057418_259,26.450324,-80.077831,2025-09-08,13:46,0.46,burglary crime,burglary,Monday,,,,,,7233 Military Trl,FBI_REAL
ACCIDENT,REAL_ACC_1758174051909_1200,26.466073,-80.064399,2025-09-08,11:46,0.48,Accident,vehicle,Tuesday,Fog,State Highway,50,FALSE,Dawn,6063 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057424_1105,26.483435,-80.066453,2025-09-08,10:32,0.74,assault crime,assault,Monday,,,,,,468 Yamato Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057437_4156,26.438821,-80.087686,2025-09-08,10:18,0.38,burglary crime,burglary,Thursday,,,,,,5821 Federal Hwy,FBI_REAL
CRIME,FBI_CRIME_1758174057426_1542,26.45112,-80.098442,2025-09-08,08:09,0.25,assault crime,assault,Tuesday,,,,,,9593 Spanish River Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051925_4808,26.446489,-80.066453,2025-09-08,07:51,0.86,Accident,vehicle,Tuesday,Clear,Residential,35,FALSE,Dark,6434 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057434_3387,26.476613,-80.089446,2025-09-08,06:50,0.23,robbery crime,robbery,Sunday,,,,,,7352 Linton Blvd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051924_4602,26.465234,-80.054728,2025-09-08,06:35,0.36,Accident,vehicle,Saturday,Fog,Arterial,45,TRUE,Dusk,3389 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051918_3021,26.478015,-80.089841,2025-09-08,04:08,0.58,Pedestrian Accident,pedestrian,Wednesday,Clear,State Highway,25,TRUE,Dark,7740 Spanish River Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057430_2264,26.444094,-80.084162,2025-09-08,02:55,0.73,robbery crime,robbery,Monday,,,,,,7911 Linton Blvd,FBI_REAL
CRIME,FBI_CRIME_1758174057419_477,26.480651,-80.060995,2025-09-08,02:31,0.75,vandalism crime,vandalism,Tuesday,,,,,,2370 Military Trl,FBI_REAL
ACCIDENT,REAL_ACC_1758174051923_4336,26.466507,-80.087001,2025-09-08,01:55,0.88,Accident,vehicle,Tuesday,Rain,State Highway,35,FALSE,Dusk,3822 Congress Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051917_2729,26.472591,-80.063221,2025-09-08,01:42,0.67,Accident,vehicle,Monday,Fog,Arterial,25,FALSE,Dawn,3992 Military Trl,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051921_3939,26.459483,-80.05493,2025-09-08,01:08,0.57,Bicycle Accident,bicycle,Thursday,Fog,City Street,45,FALSE,Dusk,6340 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051924_4521,26.450784,-80.095424,2025-09-08,00:46,0.51,Accident,vehicle,Wednesday,Rain,City Street,40,FALSE,Dusk,4029 Spanish River Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051917_2743,26.44828,-80.071764,2025-09-08,00:01,0.41,Pedestrian Accident,pedestrian,Wednesday,Fog,Arterial,40,FALSE,Dusk,2997 Jog Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051912_1642,26.464548,-80.096319,2025-09-07,22:52,0.67,Pedestrian Accident,pedestrian,Monday,Clear,Arterial,30,FALSE,Daylight,9581 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051921_3856,26.452667,-80.054291,2025-09-07,21:41,0.8,Accident,vehicle,Tuesday,Rain,State Highway,40,TRUE,Dusk,8519 Atlantic Ave,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051919_3252,26.443999,-80.095426,2025-09-07,18:48,0.55,Bicycle Accident,bicycle,Friday,Cloudy,City Street,40,FALSE,Daylight,4540 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057431_2629,26.463566,-80.076849,2025-09-07,18:32,0.57,vandalism crime,vandalism,Saturday,,,,,,2126 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051902_227,26.436458,-80.062577,2025-09-07,18:10,0.41,Accident,vehicle,Tuesday,Cloudy,Arterial,45,FALSE,Dusk,8358 Jog Rd,FDOT_REAL
CRIME,FBI_CRIME_1758174057440_4995,26.451548,-80.084041,2025-09-07,17:32,0.53,burglary crime,burglary,Thursday,,,,,,2229 Yamato Rd,FBI_REAL
ACCIDENT,REAL_ACC_1758174051904_527,26.464044,-80.087567,2025-09-07,17:30,0.54,Accident,vehicle,Thursday,Cloudy,Residential,25,TRUE,Dark,6463 Atlantic Ave,FDOT_REAL
CRIME,FBI_CRIME_1758174057428_1881,26.455917,-80.049791,2025-09-07,17:28,0.51,burglary crime,burglary,Wednesday,,,,,,1363 Congress Ave,FBI_REAL
ACCIDENT,REAL_ACC_1758174051913_1777,26.449761,-80.051249,2025-09-07,16:54,0.9,Accident,vehicle,Wednesday,Rain,City Street,30,TRUE,Dawn,1716 Germantown Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051907_739,26.458219,-80.084141,2025-09-07,16:22,0.58,Pedestrian Accident,pedestrian,Wednesday,Cloudy,Residential,30,FALSE,Daylight,3627 Federal Hwy,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051914_2061,26.447511,-80.087285,2025-09-07,15:53,0.34,Bicycle Accident,bicycle,Tuesday,Clear,City Street,25,FALSE,Dusk,2156 Military Trl,FDOT_REAL
CRIME,FBI_CRIME_1758174057434_3286,26.479104,-80.088755,2025-09-07,14:07,0.57,vandalism crime,vandalism,Saturday,,,,,,733 Military Trl,FBI_REAL
ACCIDENT,REAL_ACC_1758174051901_77,26.465925,-80.096182,2025-09-07,12:34,0.66,Accident,vehicle,Friday,Fog,Residential,50,FALSE,Dawn,1052 Germantown Rd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051903_427,26.472821,-80.069102,2025-09-07,12:15,0.99,Pedestrian Accident,pedestrian,Thursday,Cloudy,State Highway,40,TRUE,Dusk,5652 Linton Blvd,FDOT_REAL
CRIME,FBI_CRIME_1758174057439_4671,26.479372,-80.084768,2025-09-07,11:33,0.99,other crime,other,Friday,,,,,,2382 Federal Hwy,FBI_REAL
ACCIDENT,REAL_ACC_1758174051919_3387,26.442198,-80.085617,2025-09-07,11:16,0.8,Pedestrian Accident,pedestrian,Wednesday,Clear,Arterial,30,TRUE,Daylight,1931 Linton Blvd,FDOT_REAL
ACCIDENT,REAL_ACC_1758174051920_3610,26.486699,-80.080998,2025-09-07,10:18,0.33,Accident,vehicle,Tuesday,Cloudy,Residential,40,TRUE,Dusk,9108 Federal Hwy,FDOT_REAL
CRIME,FBI_CRIME_1758174057430_2475,26.473898,-80.068522,2025-09-07,09:08,0.82,assault crime,assault,Tuesday,,,,,,2520 Germantown Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057423_969,26.436565,-80.073412,2025-09-07,08:28,0.45,theft crime,theft,Sunday,,,,,,6055 Jog Rd,FBI_REAL
CRIME,FBI_CRIME_1758174057424_1116,26.43788,-80.068187,2025-09-07,08:18,0.4,robbery crime,robbery,Thursday,,,,,,6488 Spanish River Blvd,FBI_REAL
